"time","tps"
"2025-04-24 17:26:48 UTC","128"
"2025-04-24 17:26:51 UTC","121"
"2025-04-24 17:26:54 UTC","129"
"2025-04-24 17:26:57 UTC","133"
"2025-04-24 17:27:00 UTC","133"
"2025-04-24 17:27:03 UTC","114"
"2025-04-24 17:27:06 UTC","82"
"2025-04-24 17:27:09 UTC","82"
"2025-04-24 17:27:12 UTC","106"
"2025-04-24 17:27:15 UTC","102"
"2025-04-24 17:27:18 UTC","115"
"2025-04-24 17:27:21 UTC","111"
"2025-04-24 17:27:24 UTC","118"
"2025-04-24 17:27:27 UTC","125"
"2025-04-24 17:27:30 UTC","123"
"2025-04-24 17:27:33 UTC","134"
"2025-04-24 17:27:36 UTC","128"
"2025-04-24 17:27:39 UTC","128"
"2025-04-24 17:27:42 UTC","101"
"2025-04-24 17:27:45 UTC","102"
"2025-04-24 17:27:48 UTC","85"
"2025-04-24 17:27:51 UTC","75"
"2025-04-24 17:27:54 UTC","87"
"2025-04-24 17:27:57 UTC","117"
"2025-04-24 17:28:01 UTC","98"
"2025-04-24 17:28:04 UTC","74"
"2025-04-24 17:28:07 UTC","93"
"2025-04-24 17:28:10 UTC","73"
"2025-04-24 17:28:13 UTC","68"
"2025-04-24 17:28:16 UTC","70"
"2025-04-24 17:28:19 UTC","72"
"2025-04-24 17:28:22 UTC","106"
"2025-04-24 17:28:25 UTC","109"
"2025-04-24 17:28:28 UTC","124"
"2025-04-24 17:28:31 UTC","128"
"2025-04-24 17:28:34 UTC","120"
"2025-04-24 17:28:37 UTC","125"
"2025-04-24 17:28:40 UTC","124"
"2025-04-24 17:28:43 UTC","110"
"2025-04-24 17:28:46 UTC","112"
"2025-04-24 17:28:49 UTC","128"
"2025-04-24 17:28:52 UTC","130"
"2025-04-24 17:28:55 UTC","110"
"2025-04-24 17:28:58 UTC","79"
"2025-04-24 17:29:01 UTC","101"
"2025-04-24 17:29:04 UTC","124"
"2025-04-24 17:29:07 UTC","96"
"2025-04-24 17:29:10 UTC","110"
"2025-04-24 17:29:13 UTC","136"
"2025-04-24 17:29:16 UTC","136"
"2025-04-24 17:29:19 UTC","130"
"2025-04-24 17:29:22 UTC","131"
"2025-04-24 17:29:25 UTC","132"
"2025-04-24 17:29:28 UTC","133"
"2025-04-24 17:29:31 UTC","133"
"2025-04-24 17:29:34 UTC","135"
"2025-04-24 17:29:37 UTC","130"
"2025-04-24 17:29:40 UTC","135"
"2025-04-24 17:29:43 UTC","132"
"2025-04-24 17:29:46 UTC","122"
"2025-04-24 17:29:49 UTC","102"
"2025-04-24 17:29:52 UTC","85"
"2025-04-24 17:29:55 UTC","88"
"2025-04-24 17:29:58 UTC","69"
"2025-04-24 17:30:01 UTC","95"
"2025-04-24 17:30:04 UTC","103"
"2025-04-24 17:30:07 UTC","120"
"2025-04-24 17:30:10 UTC","118"
"2025-04-24 17:30:13 UTC","122"
"2025-04-24 17:30:16 UTC","125"
"2025-04-24 17:30:19 UTC","131"
"2025-04-24 17:30:22 UTC","128"
"2025-04-24 17:30:25 UTC","130"
"2025-04-24 17:30:28 UTC","123"
"2025-04-24 17:30:31 UTC","126"
"2025-04-24 17:30:34 UTC","132"
"2025-04-24 17:30:37 UTC","125"
"2025-04-24 17:30:40 UTC","131"
"2025-04-24 17:30:43 UTC","126"
"2025-04-24 17:30:46 UTC","111"
"2025-04-24 17:30:49 UTC","105"
"2025-04-24 17:30:52 UTC","81"
"2025-04-24 17:30:55 UTC","103"
"2025-04-24 17:30:58 UTC","125"
"2025-04-24 17:31:01 UTC","97"
"2025-04-24 17:31:04 UTC","85"
"2025-04-24 17:31:07 UTC","123"
"2025-04-24 17:31:10 UTC","129"
"2025-04-24 17:31:13 UTC","114"
"2025-04-24 17:31:16 UTC","114"
"2025-04-24 17:31:19 UTC","116"
"2025-04-24 17:31:22 UTC","134"
"2025-04-24 17:31:25 UTC","128"
"2025-04-24 17:31:28 UTC","124"
"2025-04-24 17:31:31 UTC","132"
