"time,tps"
"15:10:02,81"
"15:10:05,71"
"15:10:08,80"
"15:10:11,80"
"15:10:14,74"
"15:10:17,81"
"15:10:20,77"
"15:10:23,73"
"15:10:26,73"
"15:10:29,80"
"15:10:32,79"
"15:10:35,76"
"15:10:38,78"
"15:10:41,78"
"15:10:44,74"
"15:10:47,76"
"15:10:50,76"
"15:10:53,69"
"15:10:56,69"
"15:10:59,79"
"15:11:02,78"
"15:11:05,81"
"15:11:08,79"
"15:11:11,79"
"15:11:14,75"
"15:11:17,75"
"15:11:20,80"
"15:11:23,79"
"15:11:26,72"
"15:11:29,68"
"15:11:32,69"
"15:11:35,75"
"15:11:38,71"
"15:11:41,70"
"15:11:44,76"
"15:11:47,79"
"15:11:50,83"
"15:11:53,87"
"15:11:56,91"
"15:11:59,88"
"15:12:02,98"
"15:12:05,99"
"15:12:08,94"
"15:12:11,95"
"15:12:14,99"
"15:12:17,91"
"15:12:20,89"
"15:12:23,85"
"15:12:26,84"
"15:12:29,72"
"15:12:32,71"
"15:12:35,80"
"15:12:38,76"
"15:12:41,87"
"15:12:44,103"
"15:12:47,106"
"15:12:50,105"
"15:12:53,112"
"15:12:56,108"
"15:12:59,99"
"15:13:02,93"
"15:13:05,93"
"15:13:08,106"
"15:13:11,104"
"15:13:14,121"
"15:13:17,127"
"15:13:20,115"
"15:13:23,113"
"15:13:26,116"
"15:13:29,115"
"15:13:32,104"
"15:13:35,108"
"15:13:38,112"
"15:13:41,109"
"15:13:44,107"
"15:13:47,109"
"15:13:50,115"
"15:13:53,115"
"15:13:56,118"
"15:13:59,113"
"15:14:02,120"
"15:14:05,120"
"15:14:08,114"
"15:14:11,111"
"15:14:14,112"
"15:14:17,109"
"15:14:20,107"
"15:14:23,112"
"15:14:26,106"
"15:14:29,105"
"15:14:32,116"
"15:14:35,115"
"15:14:38,105"
"15:14:41,105"
"15:14:44,104"
"15:14:47,98"
"15:14:50,104"
"15:14:53,101"
"15:14:56,101"
"15:14:59,98"
"15:15:02,112"
"15:15:05,120"
"15:15:08,124"
"15:15:11,125"
"15:15:14,114"
"15:15:17,124"
"15:15:20,119"
"15:15:23,116"
"15:15:26,117"
"15:15:29,118"
"15:15:32,113"
"15:15:35,117"
"15:15:38,122"
"15:15:41,116"
"15:15:44,106"
"15:15:47,109"
"15:15:50,109"
"15:15:53,105"
"15:15:56,103"
"15:15:59,119"
"15:16:02,104"
"15:16:05,101"
"15:16:08,109"
"15:16:11,113"
"15:16:14,109"
"15:16:17,109"
"15:16:20,105"
"15:16:23,105"
"15:16:26,110"
"15:16:29,110"
"15:16:32,106"
"15:16:35,111"
"15:16:38,113"
"15:16:41,109"
"15:16:44,105"
"15:16:47,115"
"15:16:50,121"
"15:16:53,101"
"15:16:56,105"
"15:16:59,88"
"15:17:02,94"
"15:17:05,95"
"15:17:08,105"
"15:17:11,104"
"15:17:14,113"
"15:17:17,105"
"15:17:20,105"
"15:17:23,105"
"15:17:26,117"
"15:17:29,123"
"15:17:32,110"
"15:17:35,108"
"15:17:38,112"
"15:17:41,107"
"15:17:44,111"
"15:17:47,99"
"15:17:50,93"
"15:17:53,103"
"15:17:56,100"
"15:17:59,107"
"15:18:02,112"
"15:18:05,106"
"15:18:08,103"
"15:18:11,103"
"15:18:14,100"
"15:18:17,107"
"15:18:20,107"
"15:18:23,99"
"15:18:26,96"
"15:18:29,99"
"15:18:32,116"
"15:18:35,114"
"15:18:38,101"
"15:18:41,105"
"15:18:44,122"
"15:18:47,102"
"15:18:50,102"
"15:18:53,110"
"15:18:56,108"
"15:18:59,108"
"15:19:02,105"
"15:19:05,110"
"15:19:08,110"
"15:19:11,115"
"15:19:14,104"
"15:19:17,106"
"15:19:20,107"
"15:19:23,106"
"15:19:26,108"
"15:19:29,109"
"15:19:32,120"
"15:19:35,110"
"15:19:38,116"
"15:19:41,115"
"15:19:44,116"
"15:19:47,114"
"15:19:50,112"
"15:19:53,116"
"15:19:56,116"
"15:19:59,112"
"15:20:02,106"
"15:20:05,110"
"15:20:08,112"
"15:20:11,109"
"15:20:15,108"
"15:20:18,118"
"15:20:21,115"
"15:20:24,117"
"15:20:27,113"
"15:20:30,101"
"15:20:33,97"
"15:20:36,105"
"15:20:39,116"
"15:20:42,122"
"15:20:45,116"
"15:20:48,103"
"15:20:51,101"
"15:20:54,111"
"15:20:57,115"
"15:21:00,115"
"15:21:03,103"
"15:21:06,108"
"15:21:09,115"
"15:21:12,110"
"15:21:15,106"
"15:21:18,108"
"15:21:21,101"
"15:21:24,98"
"15:21:27,98"
"15:21:30,91"
"15:21:33,108"
"15:21:36,107"
"15:21:39,95"
"15:21:42,100"
"15:21:45,90"
"15:21:48,109"
"15:21:51,115"
"15:21:54,121"
"15:21:57,117"
"15:22:00,118"
"15:22:03,107"
"15:22:06,114"
"15:22:09,108"
"15:22:12,90"
"15:22:15,98"
"15:22:18,113"
"15:22:21,117"
"15:22:24,122"
"15:22:27,127"
"15:22:30,136"
"15:22:33,107"
"15:22:36,115"
"15:22:39,120"
"15:22:42,107"
"15:22:45,107"
"15:22:48,107"
"15:22:51,108"
"15:22:54,119"
"15:22:57,118"
"15:23:00,107"
"15:23:03,98"
"15:23:06,104"
"15:23:09,115"
"15:23:12,102"
"15:23:15,110"
"15:23:18,102"
"15:23:21,106"
"15:23:24,112"
"15:23:27,114"
"15:23:30,110"
"15:23:33,47"
"15:23:36,79"
"15:23:39,116"
"15:23:42,110"
"15:23:45,104"
"15:23:48,102"
"15:23:51,101"
"15:23:54,107"
"15:23:57,136"
"15:24:00,140"
"15:24:03,112"
"15:24:06,115"
"15:24:09,105"
"15:24:12,103"
"15:24:15,100"
"15:24:18,129"
"15:24:21,123"
"15:24:24,129"
"15:24:27,131"
"15:24:30,123"
"15:24:33,106"
"15:24:36,114"
"15:24:39,108"
"15:24:42,107"
"15:24:45,113"
"15:24:48,109"
"15:24:51,118"
"15:24:54,111"
"15:24:57,121"
"15:25:00,116"
"15:25:03,118"
"15:25:06,123"
"15:25:09,114"
"15:25:12,118"
"15:25:15,114"
"15:25:18,116"
"15:25:21,117"
"15:25:24,116"
"15:25:27,114"
"15:25:30,117"
"15:25:33,103"
"15:25:36,104"
"15:25:39,100"
"15:25:42,113"
"15:25:45,106"
"15:25:48,103"
"15:25:51,102"
"15:25:54,102"
"15:25:57,102"
"15:26:00,102"
"15:26:03,112"
"15:26:06,113"
"15:26:09,115"
"15:26:12,120"
"15:26:15,117"
"15:26:18,104"
"15:26:21,109"
"15:26:24,113"
"15:26:27,109"
"15:26:30,108"
"15:26:33,108"
"15:26:36,111"
"15:26:39,112"
"15:26:42,115"
"15:26:45,115"
"15:26:48,109"
"15:26:51,105"
"15:26:54,102"
"15:26:57,107"
"15:27:00,115"
"15:27:03,103"
"15:27:06,104"
"15:27:09,107"
"15:27:12,122"
"15:27:15,121"
"15:27:18,109"
"15:27:21,111"
"15:27:24,113"
"15:27:27,120"
"15:27:30,115"
"15:27:33,107"
"15:27:36,108"
"15:27:39,112"
"15:27:42,122"
"15:27:45,109"
"15:27:48,107"
"15:27:51,99"
"15:27:54,104"
"15:27:57,109"
"15:28:00,114"
"15:28:03,114"
"15:28:06,113"
"15:28:09,97"
"15:28:12,98"
"15:28:15,101"
"15:28:18,110"
"15:28:21,118"
"15:28:24,117"
"15:28:27,131"
"15:28:30,121"
"15:28:33,112"
"15:28:36,117"
"15:28:39,105"
"15:28:42,110"
"15:28:45,110"
"15:28:48,118"
"15:28:51,115"
"15:28:54,114"
"15:28:57,112"
"15:29:00,106"
"15:29:03,112"
"15:29:06,109"
"15:29:09,102"
"15:29:13,114"
"15:29:16,113"
"15:29:19,105"
"15:29:22,107"
"15:29:25,108"
"15:29:28,119"
"15:29:31,118"
"15:29:34,111"
"15:29:37,111"
"15:29:40,109"
"15:29:43,104"
"15:29:46,104"
"15:29:49,91"
"15:29:52,97"
"15:29:55,101"
"15:29:58,115"
"15:30:01,77"
"15:30:04,95"
"15:30:07,61"
"15:30:10,134"
"15:30:13,91"
"15:30:16,88"
"15:30:19,80"
"15:30:22,99"
"15:30:25,120"
"15:30:28,124"
"15:30:31,121"
"15:30:34,114"
"15:30:37,123"
"15:30:40,152"
"15:30:43,150"
"15:30:46,161"
"15:30:49,141"
"15:30:52,144"
"15:30:55,134"
"15:30:58,120"
"15:31:01,126"
"15:31:04,135"
"15:31:07,137"
"15:31:10,125"
"15:31:13,118"
"15:31:16,121"
"15:31:19,140"
"15:31:22,135"
"15:31:25,136"
"15:31:28,129"
"15:31:31,131"
"15:31:34,125"
"15:31:37,123"
"15:31:40,132"
"15:31:43,119"
"15:31:46,127"
"15:31:49,136"
"15:31:52,129"
"15:31:55,127"
"15:31:58,131"
"15:32:01,113"
"15:32:04,50"
"15:32:07,131"
"15:32:10,117"
"15:32:13,100"
"15:32:16,113"
"15:32:19,116"
"15:32:22,114"
"15:32:25,105"
"15:32:28,108"
"15:32:31,121"
"15:32:34,133"
"15:32:37,150"
"15:32:40,159"
"15:32:43,144"
"15:32:46,145"
"15:32:49,127"
"15:32:52,125"
"15:32:55,136"
"15:32:58,126"
"15:33:01,121"
"15:33:04,118"
"15:33:07,133"
"15:33:10,126"
"15:33:13,118"
"15:33:16,120"
"15:33:19,122"
"15:33:22,123"
"15:33:25,119"
"15:33:28,117"
"15:33:31,117"
"15:33:34,115"
"15:33:37,118"
"15:33:40,127"
"15:33:43,127"
"15:33:46,124"
"15:33:49,110"
"15:33:52,109"
"15:33:56,119"
"15:33:59,109"
"15:34:02,102"
"15:34:05,68"
"15:34:08,54"
"15:34:11,211"
"15:34:14,109"
"15:34:17,112"
"15:34:20,100"
"15:34:23,89"
"15:34:26,96"
"15:34:29,103"
"15:34:32,94"
"15:34:35,63"
"15:34:38,128"
"15:34:41,124"
"15:34:44,146"
"15:34:47,148"
"15:34:50,152"
"15:34:53,162"
"15:34:56,151"
"15:34:59,139"
"15:35:02,142"
"15:35:05,148"
"15:35:08,140"
"15:35:11,158"
"15:35:14,128"
"15:35:17,128"
"15:35:20,145"
"15:35:23,140"
"15:35:26,158"
"15:35:29,149"
"15:35:32,151"
"15:35:35,138"
"15:35:38,110"
"15:35:41,123"
"15:35:44,119"
"15:35:47,118"
"15:35:50,109"
"15:35:53,90"
"15:35:56,92"
"15:35:59,98"
"15:36:02,96"
"15:36:05,99"
"15:36:08,122"
"15:36:12,130"
"15:36:15,128"
"15:36:18,130"
"15:36:21,126"
"15:36:24,87"
"15:36:27,92"
"15:36:30,119"
"15:36:33,119"
"15:36:36,126"
"15:36:39,160"
"15:36:42,172"
"15:36:45,205"
"15:36:48,211"
"15:36:51,136"
"15:36:54,135"
"15:36:57,176"
"15:37:00,143"
"15:37:03,160"
"15:37:06,159"
"15:37:09,178"
"15:37:12,159"
"15:37:15,179"
"15:37:18,181"
"15:37:21,183"
"15:37:24,183"
"15:37:27,183"
"15:37:31,192"
"15:37:34,162"
"15:37:37,162"
"15:37:40,159"
"15:37:43,134"
"15:37:46,132"
"15:37:49,137"
"15:37:52,98"
"15:37:55,108"
"15:37:58,110"
"15:38:01,123"
"15:38:04,113"
"15:38:07,114"
"15:38:10,106"
"15:38:13,96"
"15:38:16,85"
"15:38:19,84"
"15:38:22,81"
"15:38:25,99"
"15:38:28,128"
"15:38:31,212"
"15:38:34,180"
"15:38:37,174"
"15:38:40,182"
"15:38:43,171"
"15:38:46,132"
"15:38:49,202"
"15:38:52,152"
"15:38:55,184"
"15:38:58,166"
"15:39:01,192"
"15:39:04,147"
"15:39:07,163"
"15:39:10,133"
"15:39:13,134"
"15:39:17,164"
"15:39:20,123"
"15:39:23,134"
"15:39:26,117"
"15:39:29,84"
"15:39:32,96"
"15:39:35,109"
"15:39:38,101"
"15:39:41,110"
"15:39:44,126"
"15:39:47,185"
"15:39:50,190"
"15:39:53,194"
"15:39:56,192"
"15:39:59,178"
"15:40:02,137"
"15:40:05,35"
"15:40:08,114"
"15:40:11,81"
"15:40:14,126"
"15:40:17,129"
"15:40:20,60"
"15:40:23,137"
"15:40:26,170"
"15:40:29,185"
"15:40:32,159"
"15:40:35,188"
"15:40:38,169"
"15:40:41,195"
"15:40:44,177"
"15:40:47,196"
"15:40:50,198"
"15:40:53,215"
"15:40:56,192"
"15:40:59,174"
"15:41:02,153"
"15:41:05,167"
"15:41:08,140"
"15:41:11,130"
"15:41:14,113"
"15:41:17,107"
"15:41:20,117"
"15:41:23,124"
"15:41:26,109"
"15:41:29,107"
"15:41:32,124"
"15:41:35,124"
"15:41:38,135"
"15:41:41,153"
"15:41:44,189"
"15:41:47,181"
"15:41:50,172"
"15:41:53,151"
"15:41:56,191"
"15:41:59,37"
"15:42:02,37"
"15:42:05,110"
"15:42:08,60"
"15:42:11,109"
"15:42:14,169"
"15:42:17,141"
"15:42:20,196"
"15:42:23,136"
"15:42:26,69"
"15:42:29,148"
"15:42:32,121"
"15:42:35,211"
"15:42:38,231"
"15:42:41,185"
"15:42:44,213"
"15:42:47,176"
"15:42:50,201"
"15:42:53,180"
"15:42:56,182"
"15:42:59,220"
"15:43:02,194"
"15:43:05,181"
"15:43:08,159"
"15:43:11,177"
"15:43:14,172"
"15:43:17,168"
"15:43:20,152"
"15:43:23,161"
"15:43:26,161"
"15:43:29,62"
"15:43:32,81"
"15:43:35,162"
"15:43:38,127"
"15:43:41,155"
"15:43:44,173"
"15:43:47,166"
"15:43:50,149"
"15:43:53,110"
"15:43:56,129"
"15:43:59,40"
"15:44:02,74"
"15:44:05,190"
"15:44:09,160"
"15:44:12,197"
"15:44:15,145"
"15:44:18,191"
"15:44:21,172"
"15:44:24,186"
"15:44:27,186"
"15:44:30,194"
"15:44:33,187"
"15:44:36,181"
"15:44:39,208"
"15:44:42,207"
"15:44:45,181"
"15:44:48,195"
"15:44:51,162"
"15:44:54,169"
"15:44:57,164"
"15:45:00,139"
"15:45:03,146"
"15:45:06,185"
"15:45:09,176"
"15:45:12,130"
"15:45:15,64"
"15:45:18,46"
"15:45:21,28"
"15:45:24,31"
"15:45:27,35"
"15:45:30,26"
"15:45:33,25"
"15:45:36,17"
"15:45:39,23"
"15:45:42,28"
"15:45:45,23"
"15:45:48,19"
"15:45:51,15"
"15:45:54,15"
"15:45:57,14"
"15:46:00,18"
"15:46:03,16"
"15:46:06,36"
"15:46:09,50"
"15:46:12,28"
"15:46:15,14"
"15:46:18,14"
"15:46:21,16"
"15:46:24,15"
"15:46:27,17"
"15:46:30,19"
"15:46:33,16"
"15:46:36,17"
"15:46:39,16"
"15:46:42,14"
"15:46:45,9"
"15:46:48,11"
"15:46:51,19"
"15:46:54,19"
"15:46:57,23"
"15:47:00,42"
"15:47:03,45"
"15:47:06,56"
"15:47:09,84"
"15:47:12,102"
"15:47:15,128"
"15:47:18,131"
"15:47:21,118"
"15:47:24,113"
"15:47:27,115"
"15:47:30,135"
"15:47:33,149"
"15:47:36,161"
"15:47:39,164"
"15:47:42,146"
"15:47:45,122"
"15:47:48,128"
"15:47:51,127"
"15:47:54,126"
"15:47:57,123"
"15:48:00,107"
"15:48:03,99"
"15:48:06,137"
"15:48:10,116"
"15:48:13,137"
"15:48:16,137"
"15:48:19,149"
"15:48:22,151"
"15:48:25,146"
"15:48:28,162"
"15:48:31,166"
"15:48:34,181"
"15:48:37,163"
"15:48:40,155"
"15:48:43,156"
"15:48:46,165"
"15:48:49,162"
"15:48:52,173"
"15:48:55,159"
"15:48:58,164"
"15:49:01,153"
"15:49:04,129"
"15:49:07,76"
"15:49:10,178"
"15:49:13,134"
"15:49:16,106"
"15:49:19,99"
"15:49:22,97"
"15:49:25,105"
"15:49:28,122"
"15:49:31,102"
"15:49:34,124"
"15:49:37,123"
"15:49:40,145"
"15:49:43,146"
"15:49:46,188"
"15:49:49,178"
"15:49:52,174"
"15:49:55,161"
"15:49:58,165"
"15:50:01,154"
"15:50:04,174"
"15:50:07,179"
"15:50:10,177"
"15:50:13,148"
"15:50:16,157"
"15:50:19,132"
"15:50:22,105"
"15:50:25,127"
"15:50:28,110"
"15:50:31,86"
"15:50:35,91"
"15:50:38,76"
"15:50:41,116"
"15:50:44,99"
"15:50:47,69"
"15:50:50,100"
"15:50:53,153"
"15:50:56,176"
"15:50:59,169"
"15:51:02,182"
"15:51:05,165"
"15:51:08,131"
"15:51:11,124"
"15:51:14,146"
"15:51:17,148"
"15:51:20,162"
"15:51:23,149"
"15:51:26,198"
"15:51:29,178"
"15:51:32,192"
"15:51:35,193"
"15:51:38,185"
"15:51:41,180"
"15:51:44,188"
"15:51:47,172"
"15:51:50,129"
"15:51:53,145"
"15:51:56,104"
"15:51:59,134"
"15:52:02,116"
"15:52:05,147"
"15:52:08,140"
"15:52:11,161"
"15:52:14,121"
"15:52:17,124"
"15:52:20,123"
"15:52:23,150"
"15:52:26,145"
"15:52:29,136"
"15:52:32,127"
"15:52:35,122"
"15:52:38,126"
"15:52:41,120"
"15:52:44,129"
"15:52:47,119"
"15:52:50,138"
"15:52:53,111"
"15:52:57,74"
"15:53:00,76"
"15:53:03,99"
"15:53:06,87"
"15:53:09,115"
"15:53:12,95"
"15:53:15,139"
"15:53:18,205"
"15:53:21,166"
"15:53:24,214"
"15:53:27,141"
"15:53:30,147"
"15:53:33,109"
"15:53:36,148"
"15:53:39,173"
"15:53:42,173"
"15:53:45,159"
"15:53:48,155"
"15:53:51,104"
"15:53:54,74"
"15:53:57,123"
"15:54:00,128"
"15:54:03,154"
"15:54:06,194"
"15:54:09,166"
"15:54:12,158"
"15:54:15,161"
"15:54:18,189"
"15:54:21,157"
"15:54:24,145"
"15:54:27,85"
"15:54:30,146"
"15:54:33,157"
"15:54:36,110"
"15:54:39,127"
"15:54:42,124"
"15:54:45,143"
"15:54:48,149"
"15:54:51,90"
"15:54:54,87"
"15:54:57,127"
"15:55:00,94"
"15:55:03,89"
"15:55:06,97"
"15:55:09,81"
"15:55:12,141"
"15:55:15,145"
"15:55:18,127"
"15:55:21,186"
"15:55:24,186"
"15:55:27,67"
"15:55:30,131"
"15:55:34,111"
"15:55:37,177"
"15:55:40,171"
"15:55:43,154"
"15:55:46,150"
"15:55:49,162"
"15:55:52,153"
"15:55:55,157"
"15:55:58,150"
"15:56:01,154"
"15:56:04,146"
"15:56:07,161"
"15:56:10,141"
"15:56:13,144"
"15:56:16,132"
"15:56:19,102"
"15:56:22,121"
"15:56:25,95"
"15:56:28,97"
"15:56:31,112"
"15:56:34,117"
"15:56:37,144"
"15:56:40,137"
"15:56:43,136"
"15:56:46,131"
"15:56:49,140"
"15:56:52,102"
"15:56:55,137"
"15:56:58,120"
"15:57:01,110"
"15:57:04,110"
"15:57:07,127"
"15:57:10,124"
"15:57:13,118"
"15:57:16,123"
"15:57:20,117"
"15:57:23,110"
"15:57:26,135"
"15:57:29,117"
"15:57:32,120"
"15:57:35,113"
"15:57:38,127"
"15:57:41,121"
"15:57:44,130"
"15:57:47,130"
"15:57:50,134"
"15:57:53,125"
"15:57:56,125"
"15:57:59,118"
"15:58:02,124"
"15:58:05,114"
"15:58:08,123"
"15:58:11,136"
"15:58:14,123"
"15:58:17,131"
"15:58:20,108"
"15:58:23,104"
"15:58:26,94"
"15:58:29,83"
"15:58:32,87"
"15:58:35,95"
"15:58:38,103"
"15:58:41,98"
"15:58:44,106"
"15:58:47,97"
"15:58:50,91"
"15:58:53,89"
"15:58:56,90"
"15:58:59,97"
"15:59:02,96"
"15:59:05,103"
"15:59:08,97"
"15:59:11,91"
"15:59:14,78"
"15:59:17,83"
"15:59:20,95"
"15:59:23,94"
"15:59:26,98"
"15:59:29,104"
"15:59:32,104"
"15:59:35,92"
"15:59:38,109"
"15:59:41,98"
"15:59:44,100"
"15:59:47,90"
"15:59:50,89"
"15:59:53,88"
"15:59:56,88"
"15:59:59,90"
