"time","lat"
"2025/04/22 15:06:12 UTC","381"
"2025/04/22 15:06:18 UTC","224"
"2025/04/22 15:06:24 UTC","606"
"2025/04/22 15:06:30 UTC","182"
"2025/04/22 15:06:36 UTC","444"
"2025/04/22 15:06:42 UTC","269"
"2025/04/22 15:06:48 UTC","127"
"2025/04/22 15:06:54 UTC","137"
"2025/04/22 15:07:00 UTC","200"
"2025/04/22 15:07:06 UTC","1071"
"2025/04/22 15:07:12 UTC","157"
"2025/04/22 15:07:18 UTC","125"
"2025/04/22 15:07:24 UTC","95"
"2025/04/22 15:07:30 UTC","123"
"2025/04/22 15:07:36 UTC","173"
"2025/04/22 15:07:42 UTC","262"
"2025/04/22 15:07:48 UTC","219"
"2025/04/22 15:07:54 UTC","244"
"2025/04/22 15:08:00 UTC","321"
"2025/04/22 15:08:06 UTC","288"
"2025/04/22 15:08:12 UTC","558"
"2025/04/22 15:08:18 UTC","187"
"2025/04/22 15:08:24 UTC","119"
"2025/04/22 15:08:30 UTC","100"
"2025/04/22 15:08:36 UTC","106"
"2025/04/22 15:08:42 UTC","211"
"2025/04/22 15:08:48 UTC","102"
"2025/04/22 15:08:54 UTC","635"
"2025/04/22 15:09:00 UTC","236"
"2025/04/22 15:09:06 UTC","146"
"2025/04/22 15:09:12 UTC","188"
"2025/04/22 15:09:18 UTC","165"
"2025/04/22 15:09:24 UTC","485"
"2025/04/22 15:09:30 UTC","196"
"2025/04/22 15:09:36 UTC","242"
"2025/04/22 15:09:42 UTC","161"
"2025/04/22 15:09:48 UTC","112"
"2025/04/22 15:09:54 UTC","96"
"2025/04/22 15:10:00 UTC","174"
"2025/04/22 15:10:06 UTC","325"
"2025/04/22 15:10:12 UTC","204"
"2025/04/22 15:10:18 UTC","158"
"2025/04/22 15:10:24 UTC","124"
"2025/04/22 15:10:30 UTC","165"
"2025/04/22 15:10:36 UTC","116"
"2025/04/22 15:10:42 UTC","104"
"2025/04/22 15:10:48 UTC","794"
"2025/04/22 15:10:54 UTC","344"
"2025/04/22 15:11:00 UTC","106"
"2025/04/22 15:11:06 UTC","151"
"2025/04/22 15:11:12 UTC","112"
"2025/04/22 15:11:18 UTC","106"
"2025/04/22 15:11:24 UTC","104"
"2025/04/22 15:11:30 UTC","474"
"2025/04/22 15:11:36 UTC","500"
"2025/04/22 15:11:42 UTC","243"
"2025/04/22 15:11:48 UTC","801"
"2025/04/22 15:11:54 UTC","174"
"2025/04/22 15:12:00 UTC","140"
"2025/04/22 15:12:06 UTC","205"
"2025/04/22 15:12:12 UTC","124"
"2025/04/22 15:12:18 UTC","118"
"2025/04/22 15:12:24 UTC","4162"
"2025/04/22 15:12:30 UTC","3112"
"2025/04/22 15:12:36 UTC","216"
"2025/04/22 15:12:42 UTC","107"
"2025/04/22 15:12:48 UTC","120"
"2025/04/22 15:12:54 UTC","5040"
"2025/04/22 15:13:00 UTC","963"
"2025/04/22 15:13:06 UTC","175"
"2025/04/22 15:13:12 UTC","187"
"2025/04/22 15:13:18 UTC","948"
"2025/04/22 15:13:24 UTC","689"
"2025/04/22 15:13:30 UTC","443"
"2025/04/22 15:13:36 UTC","470"
"2025/04/22 15:13:42 UTC","398"
"2025/04/22 15:13:48 UTC","331"
"2025/04/22 15:13:54 UTC","140"
"2025/04/22 15:14:00 UTC","137"
"2025/04/22 15:14:06 UTC","159"
"2025/04/22 15:14:12 UTC","242"
"2025/04/22 15:14:18 UTC","365"
"2025/04/22 15:14:24 UTC","386"
"2025/04/22 15:14:30 UTC","320"
"2025/04/22 15:14:36 UTC","796"
"2025/04/22 15:14:42 UTC","1004"
"2025/04/22 15:14:48 UTC","2236"
"2025/04/22 15:14:54 UTC","536"
"2025/04/22 15:15:00 UTC","136"
"2025/04/22 15:15:06 UTC","192"
"2025/04/22 15:15:12 UTC","357"
"2025/04/22 15:15:18 UTC","342"
"2025/04/22 15:15:24 UTC","124"
"2025/04/22 15:15:30 UTC","132"
"2025/04/22 15:15:36 UTC","228"
"2025/04/22 15:15:42 UTC","468"
"2025/04/22 15:15:48 UTC","491"
"2025/04/22 15:15:54 UTC","232"
"2025/04/22 15:16:00 UTC","333"
"2025/04/22 15:16:06 UTC","519"
"2025/04/22 15:16:12 UTC","271"
"2025/04/22 15:16:18 UTC","183"
"2025/04/22 15:16:24 UTC","139"
"2025/04/22 15:16:30 UTC","126"
"2025/04/22 15:16:36 UTC","139"
"2025/04/22 15:16:42 UTC","217"
"2025/04/22 15:16:48 UTC","491"
"2025/04/22 15:16:54 UTC","3352"
"2025/04/22 15:17:00 UTC","884"
"2025/04/22 15:17:06 UTC","266"
"2025/04/22 15:17:12 UTC","1086"
"2025/04/22 15:17:18 UTC","606"
"2025/04/22 15:17:24 UTC","158"
"2025/04/22 15:17:30 UTC","165"
"2025/04/22 15:17:36 UTC","187"
"2025/04/22 15:17:42 UTC","241"
"2025/04/22 15:17:48 UTC","220"
"2025/04/22 15:17:54 UTC","193"
"2025/04/22 15:18:00 UTC","163"
"2025/04/22 15:18:06 UTC","451"
"2025/04/22 15:18:12 UTC","260"
"2025/04/22 15:18:18 UTC","912"
"2025/04/22 15:18:24 UTC","135"
"2025/04/22 15:18:30 UTC","107"
"2025/04/22 15:18:36 UTC","135"
"2025/04/22 15:18:42 UTC","179"
"2025/04/22 15:18:48 UTC","362"
"2025/04/22 15:18:54 UTC","292"
"2025/04/22 15:19:00 UTC","219"
"2025/04/22 15:19:06 UTC","657"
"2025/04/22 15:19:12 UTC","346"
"2025/04/22 15:19:18 UTC","240"
"2025/04/22 15:19:24 UTC","223"
"2025/04/22 15:19:30 UTC","135"
"2025/04/22 15:19:36 UTC","127"
"2025/04/22 15:19:42 UTC","151"
"2025/04/22 15:19:48 UTC","281"
"2025/04/22 15:19:54 UTC","197"
"2025/04/22 15:20:00 UTC","268"
"2025/04/22 15:20:06 UTC","199"
"2025/04/22 15:20:12 UTC","201"
"2025/04/22 15:20:18 UTC","151"
"2025/04/22 15:20:24 UTC","1789"
"2025/04/22 15:20:30 UTC","404"
"2025/04/22 15:20:36 UTC","134"
"2025/04/22 15:20:42 UTC","135"
"2025/04/22 15:20:48 UTC","240"
"2025/04/22 15:20:54 UTC","279"
"2025/04/22 15:21:00 UTC","225"
"2025/04/22 15:21:06 UTC","273"
"2025/04/22 15:21:12 UTC","224"
"2025/04/22 15:21:18 UTC","3361"
"2025/04/22 15:21:24 UTC","430"
"2025/04/22 15:21:30 UTC","397"
"2025/04/22 15:21:36 UTC","2365"
"2025/04/22 15:21:42 UTC","206"
"2025/04/22 15:21:48 UTC","130"
"2025/04/22 15:21:54 UTC","120"
"2025/04/22 15:22:00 UTC","601"
"2025/04/22 15:22:06 UTC","1939"
"2025/04/22 15:22:12 UTC","150"
"2025/04/22 15:22:18 UTC","112"
"2025/04/22 15:22:24 UTC","218"
"2025/04/22 15:22:30 UTC","772"
"2025/04/22 15:22:36 UTC","351"
"2025/04/22 15:22:42 UTC","210"
"2025/04/22 15:22:48 UTC","170"
"2025/04/22 15:22:54 UTC","475"
"2025/04/22 15:23:00 UTC","344"
"2025/04/22 15:23:06 UTC","150"
"2025/04/22 15:23:12 UTC","128"
"2025/04/22 15:23:18 UTC","129"
"2025/04/22 15:23:24 UTC","545"
"2025/04/22 15:23:30 UTC","2516"
"2025/04/22 15:23:36 UTC","3928"
"2025/04/22 15:23:42 UTC","216"
"2025/04/22 15:23:48 UTC","147"
"2025/04/22 15:23:54 UTC","138"
"2025/04/22 15:24:00 UTC","2420"
"2025/04/22 15:24:06 UTC","355"
"2025/04/22 15:24:12 UTC","144"
"2025/04/22 15:24:18 UTC","201"
"2025/04/22 15:24:24 UTC","515"
"2025/04/22 15:24:30 UTC","635"
"2025/04/22 15:24:36 UTC","383"
"2025/04/22 15:24:42 UTC","236"
"2025/04/22 15:24:48 UTC","372"
"2025/04/22 15:24:54 UTC","348"
"2025/04/22 15:25:00 UTC","160"
"2025/04/22 15:25:06 UTC","138"
"2025/04/22 15:25:12 UTC","155"
"2025/04/22 15:25:18 UTC","210"
"2025/04/22 15:25:24 UTC","180"
"2025/04/22 15:25:30 UTC","365"
"2025/04/22 15:25:36 UTC","660"
"2025/04/22 15:25:42 UTC","274"
"2025/04/22 15:25:48 UTC","1905"
"2025/04/22 15:25:54 UTC","486"
"2025/04/22 15:26:00 UTC","144"
"2025/04/22 15:26:06 UTC","138"
"2025/04/22 15:26:12 UTC","131"
"2025/04/22 15:26:18 UTC","145"
"2025/04/22 15:26:24 UTC","379"
"2025/04/22 15:26:30 UTC","264"
"2025/04/22 15:26:36 UTC","188"
"2025/04/22 15:26:42 UTC","415"
"2025/04/22 15:26:48 UTC","534"
"2025/04/22 15:26:54 UTC","740"
"2025/04/22 15:27:00 UTC","173"
"2025/04/22 15:27:06 UTC","126"
"2025/04/22 15:27:12 UTC","128"
"2025/04/22 15:27:18 UTC","346"
"2025/04/22 15:27:24 UTC","180"
"2025/04/22 15:27:30 UTC","193"
"2025/04/22 15:27:36 UTC","211"
"2025/04/22 15:27:42 UTC","412"
"2025/04/22 15:27:48 UTC","1694"
"2025/04/22 15:27:54 UTC","356"
"2025/04/22 15:28:00 UTC","1887"
"2025/04/22 15:28:06 UTC","2171"
"2025/04/22 15:28:12 UTC","181"
"2025/04/22 15:28:18 UTC","139"
"2025/04/22 15:28:24 UTC","314"
"2025/04/22 15:28:30 UTC","1126"
"2025/04/22 15:28:36 UTC","318"
"2025/04/22 15:28:42 UTC","145"
"2025/04/22 15:28:48 UTC","193"
"2025/04/22 15:28:54 UTC","140"
"2025/04/22 15:29:00 UTC","207"
"2025/04/22 15:29:06 UTC","502"
"2025/04/22 15:29:12 UTC","613"
"2025/04/22 15:29:18 UTC","389"
"2025/04/22 15:29:24 UTC","220"
"2025/04/22 15:29:30 UTC","192"
"2025/04/22 15:29:36 UTC","1175"
"2025/04/22 15:29:42 UTC","904"
"2025/04/22 15:29:48 UTC","1019"
"2025/04/22 15:29:54 UTC","852"
"2025/04/22 15:30:06 UTC","12575"
"2025/04/22 15:30:12 UTC","10403"
"2025/04/22 15:30:18 UTC","3232"
"2025/04/22 15:30:24 UTC","1876"
"2025/04/22 15:30:30 UTC","1203"
"2025/04/22 15:30:36 UTC","619"
"2025/04/22 15:30:42 UTC","492"
"2025/04/22 15:30:48 UTC","335"
"2025/04/22 15:30:54 UTC","249"
"2025/04/22 15:31:00 UTC","380"
"2025/04/22 15:31:06 UTC","1440"
"2025/04/22 15:31:12 UTC","784"
"2025/04/22 15:31:18 UTC","460"
"2025/04/22 15:31:24 UTC","419"
"2025/04/22 15:31:30 UTC","597"
"2025/04/22 15:31:36 UTC","287"
"2025/04/22 15:31:42 UTC","157"
"2025/04/22 15:31:48 UTC","166"
"2025/04/22 15:31:54 UTC","209"
"2025/04/22 15:32:00 UTC","3600"
"2025/04/22 15:32:06 UTC","6939"
"2025/04/22 15:32:12 UTC","616"
"2025/04/22 15:32:18 UTC","1550"
"2025/04/22 15:32:24 UTC","2414"
"2025/04/22 15:32:30 UTC","1970"
"2025/04/22 15:32:36 UTC","308"
"2025/04/22 15:32:42 UTC","314"
"2025/04/22 15:32:48 UTC","257"
"2025/04/22 15:32:54 UTC","475"
"2025/04/22 15:33:00 UTC","521"
"2025/04/22 15:33:06 UTC","362"
"2025/04/22 15:33:12 UTC","402"
"2025/04/22 15:33:18 UTC","706"
"2025/04/22 15:33:24 UTC","611"
"2025/04/22 15:33:30 UTC","243"
"2025/04/22 15:33:36 UTC","151"
"2025/04/22 15:33:42 UTC","174"
"2025/04/22 15:33:48 UTC","347"
"2025/04/22 15:33:54 UTC","935"
"2025/04/22 15:34:00 UTC","2567"
"2025/04/22 15:34:06 UTC","6126"
"2025/04/22 15:34:12 UTC","11238"
"2025/04/22 15:34:18 UTC","4625"
"2025/04/22 15:34:24 UTC","2175"
"2025/04/22 15:34:30 UTC","3883"
"2025/04/22 15:34:36 UTC","6478"
"2025/04/22 15:34:42 UTC","2449"
"2025/04/22 15:34:48 UTC","2420"
"2025/04/22 15:34:54 UTC","2564"
"2025/04/22 15:35:00 UTC","3619"
"2025/04/22 15:35:06 UTC","3360"
"2025/04/22 15:35:12 UTC","3398"
"2025/04/22 15:35:18 UTC","4128"
"2025/04/22 15:35:24 UTC","3287"
"2025/04/22 15:35:30 UTC","3480"
"2025/04/22 15:35:37 UTC","5875"
"2025/04/22 15:35:43 UTC","8898"
"2025/04/22 15:35:49 UTC","6784"
"2025/04/22 15:35:55 UTC","5789"
"2025/04/22 15:36:01 UTC","5977"
"2025/04/22 15:36:07 UTC","6389"
"2025/04/22 15:36:13 UTC","4663"
"2025/04/22 15:36:19 UTC","3167"
"2025/04/22 15:36:25 UTC","7872"
"2025/04/22 15:36:31 UTC","5586"
"2025/04/22 15:36:37 UTC","3135"
"2025/04/22 15:36:43 UTC","1687"
"2025/04/22 15:36:49 UTC","820"
"2025/04/22 15:36:55 UTC","3313"
"2025/04/22 15:37:01 UTC","874"
"2025/04/22 15:37:07 UTC","607"
"2025/04/22 15:37:13 UTC","258"
"2025/04/22 15:37:19 UTC","608"
"2025/04/22 15:37:25 UTC","1513"
"2025/04/22 15:37:31 UTC","1155"
"2025/04/22 15:37:37 UTC","1728"
"2025/04/22 15:37:43 UTC","2883"
"2025/04/22 15:37:49 UTC","3978"
"2025/04/22 15:37:55 UTC","3729"
"2025/04/22 15:38:01 UTC","3549"
"2025/04/22 15:38:07 UTC","3967"
"2025/04/22 15:38:13 UTC","4535"
"2025/04/22 15:38:19 UTC","11804"
"2025/04/22 15:38:25 UTC","3332"
"2025/04/22 15:38:31 UTC","1123"
"2025/04/22 15:38:37 UTC","432"
"2025/04/22 15:38:43 UTC","940"
"2025/04/22 15:38:49 UTC","1439"
"2025/04/22 15:38:55 UTC","370"
"2025/04/22 15:39:01 UTC","321"
"2025/04/22 15:39:07 UTC","685"
"2025/04/22 15:39:13 UTC","1028"
"2025/04/22 15:39:19 UTC","3107"
"2025/04/22 15:39:25 UTC","3362"
"2025/04/22 15:39:31 UTC","4968"
"2025/04/22 15:39:37 UTC","3878"
"2025/04/22 15:39:43 UTC","3202"
"2025/04/22 15:39:49 UTC","1024"
"2025/04/22 15:39:55 UTC","344"
"2025/04/22 15:40:01 UTC","896"
"2025/04/22 15:40:07 UTC","8166"
"2025/04/22 15:40:13 UTC","8978"
"2025/04/22 15:40:19 UTC","1285"
"2025/04/22 15:40:25 UTC","1389"
"2025/04/22 15:40:31 UTC","2011"
"2025/04/22 15:40:37 UTC","896"
"2025/04/22 15:40:43 UTC","318"
"2025/04/22 15:40:49 UTC","557"
"2025/04/22 15:40:55 UTC","1218"
"2025/04/22 15:41:01 UTC","1816"
"2025/04/22 15:41:07 UTC","2882"
"2025/04/22 15:41:13 UTC","4047"
"2025/04/22 15:41:19 UTC","4305"
"2025/04/22 15:41:25 UTC","3576"
"2025/04/22 15:41:31 UTC","4377"
"2025/04/22 15:41:37 UTC","3851"
"2025/04/22 15:41:43 UTC","2349"
"2025/04/22 15:41:49 UTC","1924"
"2025/04/22 15:41:55 UTC","1409"
"2025/04/22 15:42:01 UTC","5001"
"2025/04/22 15:42:07 UTC","4643"
"2025/04/22 15:42:13 UTC","723"
"2025/04/22 15:42:19 UTC","496"
"2025/04/22 15:42:25 UTC","3113"
"2025/04/22 15:42:31 UTC","858"
"2025/04/22 15:42:37 UTC","432"
"2025/04/22 15:42:44 UTC","553"
"2025/04/22 15:42:50 UTC","557"
"2025/04/22 15:42:56 UTC","504"
"2025/04/22 15:43:01 UTC","932"
"2025/04/22 15:43:08 UTC","705"
"2025/04/22 15:43:14 UTC","368"
"2025/04/22 15:43:20 UTC","301"
"2025/04/22 15:43:26 UTC","302"
"2025/04/22 15:43:32 UTC","4103"
"2025/04/22 15:43:38 UTC","1411"
"2025/04/22 15:43:44 UTC","295"
"2025/04/22 15:43:50 UTC","562"
"2025/04/22 15:43:56 UTC","4441"
"2025/04/22 15:44:02 UTC","2940"
"2025/04/22 15:44:08 UTC","1182"
"2025/04/22 15:44:14 UTC","1047"
"2025/04/22 15:44:20 UTC","522"
"2025/04/22 15:44:26 UTC","1312"
"2025/04/22 15:44:32 UTC","594"
"2025/04/22 15:44:38 UTC","638"
"2025/04/22 15:44:44 UTC","413"
"2025/04/22 15:44:50 UTC","486"
"2025/04/22 15:44:56 UTC","1172"
"2025/04/22 15:45:02 UTC","1235"
"2025/04/22 15:45:08 UTC","897"
"2025/04/22 15:45:14 UTC","340"
"2025/04/22 15:45:20 UTC","168"
"2025/04/22 15:45:26 UTC","193"
"2025/04/22 15:45:32 UTC","160"
"2025/04/22 15:45:38 UTC","101"
"2025/04/22 15:45:44 UTC","89"
"2025/04/22 15:45:50 UTC","84"
"2025/04/22 15:45:56 UTC","88"
"2025/04/22 15:46:02 UTC","99"
"2025/04/22 15:46:08 UTC","237"
"2025/04/22 15:46:14 UTC","95"
"2025/04/22 15:46:20 UTC","84"
"2025/04/22 15:46:26 UTC","120"
"2025/04/22 15:46:32 UTC","675"
"2025/04/22 15:46:38 UTC","800"
"2025/04/22 15:46:44 UTC","88"
"2025/04/22 15:46:50 UTC","84"
"2025/04/22 15:46:56 UTC","96"
"2025/04/22 15:47:02 UTC","118"
"2025/04/22 15:47:08 UTC","133"
"2025/04/22 15:47:14 UTC","988"
"2025/04/22 15:47:20 UTC","996"
"2025/04/22 15:47:26 UTC","347"
"2025/04/22 15:47:32 UTC","256"
"2025/04/22 15:47:38 UTC","587"
"2025/04/22 15:47:44 UTC","2993"
"2025/04/22 15:47:50 UTC","2878"
"2025/04/22 15:47:56 UTC","3360"
"2025/04/22 15:48:02 UTC","5056"
"2025/04/22 15:48:08 UTC","3969"
"2025/04/22 15:48:14 UTC","3383"
"2025/04/22 15:48:20 UTC","2947"
"2025/04/22 15:48:26 UTC","2569"
"2025/04/22 15:48:32 UTC","1960"
"2025/04/22 15:48:38 UTC","677"
"2025/04/22 15:48:44 UTC","562"
"2025/04/22 15:48:50 UTC","927"
"2025/04/22 15:48:56 UTC","1887"
"2025/04/22 15:49:02 UTC","3859"
"2025/04/22 15:49:08 UTC","9122"
"2025/04/22 15:49:14 UTC","6022"
"2025/04/22 15:49:20 UTC","1960"
"2025/04/22 15:49:26 UTC","2626"
"2025/04/22 15:49:32 UTC","3235"
"2025/04/22 15:49:38 UTC","3979"
"2025/04/22 15:49:44 UTC","2176"
"2025/04/22 15:49:50 UTC","507"
"2025/04/22 15:49:56 UTC","319"
"2025/04/22 15:50:02 UTC","704"
"2025/04/22 15:50:08 UTC","1843"
"2025/04/22 15:50:14 UTC","4017"
"2025/04/22 15:50:21 UTC","4650"
"2025/04/22 15:50:27 UTC","5077"
"2025/04/22 15:50:33 UTC","5414"
"2025/04/22 15:50:39 UTC","4360"
"2025/04/22 15:50:45 UTC","3495"
"2025/04/22 15:50:51 UTC","2630"
"2025/04/22 15:50:57 UTC","2076"
"2025/04/22 15:51:03 UTC","1525"
"2025/04/22 15:51:09 UTC","3556"
"2025/04/22 15:51:15 UTC","2290"
"2025/04/22 15:51:21 UTC","712"
"2025/04/22 15:51:27 UTC","540"
"2025/04/22 15:51:33 UTC","694"
"2025/04/22 15:51:39 UTC","1430"
"2025/04/22 15:51:45 UTC","775"
"2025/04/22 15:51:51 UTC","3211"
"2025/04/22 15:51:57 UTC","2536"
"2025/04/22 15:52:03 UTC","3465"
"2025/04/22 15:52:09 UTC","2955"
"2025/04/22 15:52:15 UTC","3864"
"2025/04/22 15:52:21 UTC","3151"
"2025/04/22 15:52:27 UTC","3198"
"2025/04/22 15:52:33 UTC","4268"
"2025/04/22 15:52:39 UTC","5346"
"2025/04/22 15:52:45 UTC","3837"
"2025/04/22 15:52:51 UTC","3626"
"2025/04/22 15:52:57 UTC","7636"
"2025/04/22 15:53:03 UTC","10285"
"2025/04/22 15:53:09 UTC","4643"
"2025/04/22 15:53:15 UTC","1267"
"2025/04/22 15:53:21 UTC","1782"
"2025/04/22 15:53:27 UTC","1036"
"2025/04/22 15:53:33 UTC","3124"
"2025/04/22 15:53:39 UTC","744"
"2025/04/22 15:53:45 UTC","698"
"2025/04/22 15:53:51 UTC","1721"
"2025/04/22 15:53:58 UTC","2811"
"2025/04/22 15:54:04 UTC","1002"
"2025/04/22 15:54:10 UTC","1219"
"2025/04/22 15:54:16 UTC","482"
"2025/04/22 15:54:22 UTC","291"
"2025/04/22 15:54:28 UTC","4060"
"2025/04/22 15:54:34 UTC","757"
"2025/04/22 15:54:40 UTC","1331"
"2025/04/22 15:54:46 UTC","1934"
"2025/04/22 15:54:52 UTC","3169"
"2025/04/22 15:54:58 UTC","9811"
"2025/04/22 15:55:04 UTC","5669"
"2025/04/22 15:55:10 UTC","2079"
"2025/04/22 15:55:16 UTC","2678"
"2025/04/22 15:55:22 UTC","1087"
"2025/04/22 15:55:28 UTC","3082"
"2025/04/22 15:55:34 UTC","1046"
"2025/04/22 15:55:40 UTC","399"
"2025/04/22 15:55:46 UTC","355"
"2025/04/22 15:55:52 UTC","964"
"2025/04/22 15:55:59 UTC","1472"
"2025/04/22 15:56:04 UTC","2506"
"2025/04/22 15:56:11 UTC","3685"
"2025/04/22 15:56:16 UTC","4587"
"2025/04/22 15:56:23 UTC","5312"
"2025/04/22 15:56:29 UTC","6295"
"2025/04/22 15:56:35 UTC","2288"
"2025/04/22 15:56:41 UTC","1489"
"2025/04/22 15:56:47 UTC","738"
"2025/04/22 15:56:59 UTC","4387"
"2025/04/22 15:57:05 UTC","1442"
"2025/04/22 15:57:11 UTC","2152"
"2025/04/22 15:57:17 UTC","1362"
"2025/04/22 15:57:23 UTC","2531"
"2025/04/22 15:57:29 UTC","321"
"2025/04/22 15:57:35 UTC","288"
"2025/04/22 15:57:41 UTC","416"
"2025/04/22 15:57:47 UTC","668"
"2025/04/22 15:57:53 UTC","1199"
"2025/04/22 15:57:59 UTC","1017"
"2025/04/22 15:58:05 UTC","592"
"2025/04/22 15:58:11 UTC","551"
"2025/04/22 15:58:17 UTC","981"
"2025/04/22 15:58:23 UTC","786"
"2025/04/22 15:58:29 UTC","764"
"2025/04/22 15:58:35 UTC","143"
"2025/04/22 15:58:41 UTC","489"
"2025/04/22 15:58:47 UTC","456"
"2025/04/22 15:58:53 UTC","416"
"2025/04/22 15:58:59 UTC","202"
"2025/04/22 15:59:05 UTC","869"
"2025/04/22 15:59:11 UTC","1224"
"2025/04/22 15:59:17 UTC","1162"
"2025/04/22 15:59:23 UTC","359"
"2025/04/22 15:59:29 UTC","143"
"2025/04/22 15:59:35 UTC","173"
"2025/04/22 15:59:41 UTC","268"
"2025/04/22 15:59:47 UTC","260"
"2025/04/22 15:59:53 UTC","373"
"2025/04/22 15:59:59 UTC","262"
