"time","tps"
"2025-04-23 00:17:38 UTC","61"
"2025-04-23 00:17:41 UTC","56"
"2025-04-23 00:17:44 UTC","63"
"2025-04-23 00:17:47 UTC","60"
"2025-04-23 00:17:50 UTC","62"
"2025-04-23 00:17:53 UTC","62"
"2025-04-23 00:17:56 UTC","63"
"2025-04-23 00:17:59 UTC","66"
"2025-04-23 00:18:02 UTC","59"
"2025-04-23 00:18:05 UTC","65"
"2025-04-23 00:18:08 UTC","67"
"2025-04-23 00:18:11 UTC","66"
"2025-04-23 00:18:14 UTC","66"
"2025-04-23 00:18:17 UTC","70"
"2025-04-23 00:18:20 UTC","67"
"2025-04-23 00:18:23 UTC","64"
"2025-04-23 00:18:26 UTC","64"
"2025-04-23 00:18:29 UTC","68"
"2025-04-23 00:18:32 UTC","59"
"2025-04-23 00:18:35 UTC","64"
"2025-04-23 00:18:38 UTC","75"
"2025-04-23 00:18:41 UTC","70"
"2025-04-23 00:18:44 UTC","61"
"2025-04-23 00:18:47 UTC","66"
"2025-04-23 00:18:50 UTC","59"
"2025-04-23 00:18:53 UTC","58"
"2025-04-23 00:18:56 UTC","64"
"2025-04-23 00:18:59 UTC","63"
"2025-04-23 00:19:02 UTC","54"
"2025-04-23 00:19:05 UTC","56"
"2025-04-23 00:19:08 UTC","58"
"2025-04-23 00:19:11 UTC","58"
"2025-04-23 00:19:14 UTC","64"
"2025-04-23 00:19:17 UTC","60"
"2025-04-23 00:19:20 UTC","60"
"2025-04-23 00:19:23 UTC","69"
"2025-04-23 00:19:26 UTC","66"
"2025-04-23 00:19:29 UTC","63"
"2025-04-23 00:19:32 UTC","65"
"2025-04-23 00:19:35 UTC","60"
"2025-04-23 00:19:38 UTC","62"
"2025-04-23 00:19:41 UTC","62"
"2025-04-23 00:19:44 UTC","62"
"2025-04-23 00:19:47 UTC","66"
"2025-04-23 00:19:50 UTC","63"
"2025-04-23 00:19:53 UTC","60"
"2025-04-23 00:19:56 UTC","63"
"2025-04-23 00:19:59 UTC","61"
"2025-04-23 00:20:02 UTC","53"
"2025-04-23 00:20:05 UTC","60"
"2025-04-23 00:20:08 UTC","67"
"2025-04-23 00:20:11 UTC","59"
"2025-04-23 00:20:14 UTC","61"
"2025-04-23 00:20:17 UTC","67"
"2025-04-23 00:20:20 UTC","70"
"2025-04-23 00:20:23 UTC","64"
"2025-04-23 00:20:26 UTC","53"
"2025-04-23 00:20:29 UTC","60"
"2025-04-23 00:20:32 UTC","56"
"2025-04-23 00:20:35 UTC","64"
"2025-04-23 00:20:38 UTC","65"
"2025-04-23 00:20:41 UTC","53"
"2025-04-23 00:20:44 UTC","57"
"2025-04-23 00:20:47 UTC","65"
"2025-04-23 00:20:50 UTC","65"
"2025-04-23 00:20:53 UTC","68"
"2025-04-23 00:20:56 UTC","64"
"2025-04-23 00:20:59 UTC","60"
"2025-04-23 00:21:02 UTC","61"
"2025-04-23 00:21:05 UTC","60"
"2025-04-23 00:21:08 UTC","63"
"2025-04-23 00:21:11 UTC","61"
"2025-04-23 00:21:14 UTC","61"
"2025-04-23 00:21:17 UTC","62"
"2025-04-23 00:21:20 UTC","59"
"2025-04-23 00:21:23 UTC","47"
"2025-04-23 00:21:26 UTC","65"
"2025-04-23 00:21:29 UTC","60"
"2025-04-23 00:21:32 UTC","54"
"2025-04-23 00:21:35 UTC","47"
"2025-04-23 00:21:38 UTC","64"
"2025-04-23 00:21:41 UTC","59"
"2025-04-23 00:21:44 UTC","56"
"2025-04-23 00:21:47 UTC","61"
"2025-04-23 00:21:50 UTC","59"
"2025-04-23 00:21:53 UTC","68"
"2025-04-23 00:21:56 UTC","62"
"2025-04-23 00:21:59 UTC","62"
"2025-04-23 00:22:02 UTC","62"
"2025-04-23 00:22:05 UTC","58"
"2025-04-23 00:22:08 UTC","63"
"2025-04-23 00:22:11 UTC","57"
"2025-04-23 00:22:14 UTC","64"
"2025-04-23 00:22:17 UTC","61"
"2025-04-23 00:22:20 UTC","63"
"2025-04-23 00:22:23 UTC","69"
"2025-04-23 00:22:26 UTC","60"
"2025-04-23 00:22:29 UTC","58"
"2025-04-23 00:22:32 UTC","56"
"2025-04-23 00:22:35 UTC","53"
"2025-04-23 00:22:38 UTC","63"
"2025-04-23 00:22:41 UTC","61"
"2025-04-23 00:22:44 UTC","61"
"2025-04-23 00:22:47 UTC","63"
"2025-04-23 00:22:50 UTC","66"
"2025-04-23 00:22:53 UTC","60"
"2025-04-23 00:22:56 UTC","58"
"2025-04-23 00:22:59 UTC","61"
"2025-04-23 00:23:02 UTC","67"
"2025-04-23 00:23:05 UTC","60"
"2025-04-23 00:23:08 UTC","59"
"2025-04-23 00:23:11 UTC","60"
"2025-04-23 00:23:14 UTC","65"
"2025-04-23 00:23:17 UTC","65"
"2025-04-23 00:23:20 UTC","61"
"2025-04-23 00:23:23 UTC","53"
"2025-04-23 00:23:26 UTC","58"
"2025-04-23 00:23:29 UTC","60"
"2025-04-23 00:23:32 UTC","60"
"2025-04-23 00:23:35 UTC","62"
"2025-04-23 00:23:38 UTC","63"
"2025-04-23 00:23:41 UTC","58"
"2025-04-23 00:23:44 UTC","58"
"2025-04-23 00:23:47 UTC","63"
"2025-04-23 00:23:50 UTC","61"
"2025-04-23 00:23:53 UTC","55"
"2025-04-23 00:23:56 UTC","59"
"2025-04-23 00:23:59 UTC","63"
"2025-04-23 00:24:02 UTC","68"
"2025-04-23 00:24:05 UTC","61"
"2025-04-23 00:24:08 UTC","60"
"2025-04-23 00:24:11 UTC","69"
"2025-04-23 00:24:14 UTC","66"
"2025-04-23 00:24:17 UTC","65"
"2025-04-23 00:24:20 UTC","60"
"2025-04-23 00:24:23 UTC","63"
"2025-04-23 00:24:26 UTC","64"
"2025-04-23 00:24:29 UTC","59"
"2025-04-23 00:24:32 UTC","59"
"2025-04-23 00:24:35 UTC","59"
"2025-04-23 00:24:39 UTC","67"
"2025-04-23 00:24:42 UTC","61"
"2025-04-23 00:24:45 UTC","57"
"2025-04-23 00:24:48 UTC","58"
"2025-04-23 00:24:51 UTC","64"
"2025-04-23 00:24:54 UTC","67"
"2025-04-23 00:24:57 UTC","66"
"2025-04-23 00:25:00 UTC","64"
"2025-04-23 00:25:03 UTC","55"
"2025-04-23 00:25:06 UTC","57"
"2025-04-23 00:25:09 UTC","61"
"2025-04-23 00:25:12 UTC","58"
"2025-04-23 00:25:15 UTC","57"
"2025-04-23 00:25:18 UTC","67"
"2025-04-23 00:25:21 UTC","64"
"2025-04-23 00:25:24 UTC","59"
"2025-04-23 00:25:27 UTC","64"
"2025-04-23 00:25:30 UTC","63"
"2025-04-23 00:25:33 UTC","66"
"2025-04-23 00:25:36 UTC","62"
"2025-04-23 00:25:39 UTC","60"
"2025-04-23 00:25:42 UTC","59"
"2025-04-23 00:25:45 UTC","63"
"2025-04-23 00:25:48 UTC","58"
"2025-04-23 00:25:51 UTC","60"
"2025-04-23 00:25:54 UTC","58"
"2025-04-23 00:25:57 UTC","60"
"2025-04-23 00:26:00 UTC","63"
"2025-04-23 00:26:03 UTC","56"
"2025-04-23 00:26:06 UTC","63"
"2025-04-23 00:26:09 UTC","56"
"2025-04-23 00:26:12 UTC","61"
"2025-04-23 00:26:15 UTC","60"
"2025-04-23 00:26:18 UTC","62"
"2025-04-23 00:26:21 UTC","56"
"2025-04-23 00:26:24 UTC","46"
"2025-04-23 00:26:27 UTC","56"
"2025-04-23 00:26:30 UTC","54"
"2025-04-23 00:26:33 UTC","53"
"2025-04-23 00:26:36 UTC","59"
"2025-04-23 00:26:39 UTC","63"
"2025-04-23 00:26:42 UTC","57"
"2025-04-23 00:26:45 UTC","60"
"2025-04-23 00:26:48 UTC","60"
"2025-04-23 00:26:51 UTC","58"
"2025-04-23 00:26:54 UTC","58"
"2025-04-23 00:26:57 UTC","59"
"2025-04-23 00:27:00 UTC","62"
"2025-04-23 00:27:03 UTC","62"
"2025-04-23 00:27:06 UTC","54"
"2025-04-23 00:27:09 UTC","54"
"2025-04-23 00:27:12 UTC","52"
"2025-04-23 00:27:15 UTC","55"
"2025-04-23 00:27:18 UTC","58"
"2025-04-23 00:27:21 UTC","57"
"2025-04-23 00:27:24 UTC","58"
"2025-04-23 00:27:27 UTC","62"
"2025-04-23 00:27:30 UTC","53"
"2025-04-23 00:27:33 UTC","64"
"2025-04-23 00:27:36 UTC","61"
"2025-04-23 00:27:39 UTC","66"
"2025-04-23 00:27:42 UTC","52"
"2025-04-23 00:27:45 UTC","55"
"2025-04-23 00:27:48 UTC","64"
"2025-04-23 00:27:51 UTC","65"
"2025-04-23 00:27:54 UTC","64"
"2025-04-23 00:27:57 UTC","53"
"2025-04-23 00:28:00 UTC","50"
"2025-04-23 00:28:03 UTC","54"
"2025-04-23 00:28:06 UTC","57"
"2025-04-23 00:28:09 UTC","58"
"2025-04-23 00:28:12 UTC","57"
"2025-04-23 00:28:15 UTC","56"
"2025-04-23 00:28:18 UTC","66"
"2025-04-23 00:28:21 UTC","66"
"2025-04-23 00:28:24 UTC","57"
"2025-04-23 00:28:27 UTC","72"
"2025-04-23 00:28:30 UTC","67"
"2025-04-23 00:28:33 UTC","58"
"2025-04-23 00:28:36 UTC","54"
"2025-04-23 00:28:39 UTC","53"
"2025-04-23 00:28:42 UTC","53"
"2025-04-23 00:28:45 UTC","53"
"2025-04-23 00:28:48 UTC","57"
"2025-04-23 00:28:51 UTC","60"
"2025-04-23 00:28:54 UTC","62"
"2025-04-23 00:28:57 UTC","43"
